               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 169,            0.020346,             0.01023,                   0,             0.99667,                   1,               0.995,             0.81101,            0.012171,           0.0044498,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.018699,            0.010984,                   0,             0.99665,                   1,               0.995,             0.85633,            0.010516,           0.0043733,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,            0.020592,           0.0094944,                   0,             0.99708,                   1,               0.995,             0.78568,             0.01258,           0.0045759,                   0,            0.006634,            0.006634,            0.006634
                 172,            0.021953,            0.012623,                   0,             0.99708,                   1,               0.995,              0.8411,             0.01004,           0.0043142,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,              0.0195,            0.013025,                   0,              0.9971,                   1,               0.995,             0.81434,            0.010692,           0.0044067,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,            0.021328,            0.011889,                   0,             0.99706,                   1,               0.995,             0.84844,            0.011122,           0.0042713,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,             0.02066,           0.0081851,                   0,             0.99713,                   1,               0.995,             0.80843,             0.01049,            0.004253,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.021878,            0.013141,                   0,             0.99713,                   1,               0.995,             0.83393,            0.010421,           0.0040158,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.021444,            0.012767,                   0,               0.997,                   1,               0.995,             0.76838,            0.012324,           0.0043202,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,            0.022629,           0.0096994,                   0,             0.99703,                   1,               0.995,             0.83196,             0.01057,           0.0041552,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,            0.020721,           0.0086334,                   0,             0.99688,                   1,               0.995,             0.78823,            0.010608,           0.0042602,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,            0.020677,            0.010511,                   0,             0.99692,                   1,               0.995,             0.82521,            0.010265,           0.0042091,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,            0.017966,           0.0096535,                   0,             0.99708,                   1,               0.995,             0.80585,             0.01111,           0.0043735,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.017932,             0.01283,                   0,             0.99705,                   1,               0.995,             0.83171,           0.0099548,           0.0042859,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,            0.020398,           0.0097162,                   0,             0.99697,                   1,               0.995,             0.79933,            0.010618,           0.0043375,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,            0.021025,           0.0094201,                   0,             0.99714,                   1,               0.995,             0.84654,             0.01041,           0.0045207,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.019244,            0.013744,                   0,             0.99699,                   1,               0.995,             0.82587,           0.0096279,           0.0044233,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,             0.02189,           0.0091969,                   0,             0.99713,                   1,               0.995,             0.79706,            0.011673,           0.0046793,                   0,            0.006337,            0.006337,            0.006337
                 187,            0.019218,           0.0093821,                   0,             0.99708,                   1,               0.995,             0.84828,            0.010846,           0.0044071,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,            0.020584,           0.0097447,                   0,             0.99703,                   1,               0.995,             0.82447,           0.0095005,           0.0042995,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.021905,            0.010398,                   0,             0.99697,                   1,               0.995,              0.8471,            0.010899,           0.0043132,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,            0.020496,            0.009061,                   0,             0.99683,                   1,               0.995,             0.84524,            0.009955,           0.0041691,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,              0.0217,            0.011037,                   0,             0.99699,                   1,               0.995,             0.85232,           0.0095878,           0.0041082,                   0,            0.006238,            0.006238,            0.006238
                 192,            0.019601,            0.011656,                   0,             0.99702,                   1,               0.995,             0.86522,           0.0099904,           0.0041267,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.018779,            0.010096,                   0,             0.99705,                   1,               0.995,             0.86331,            0.010244,            0.004181,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,            0.017306,           0.0099805,                   0,             0.99704,                   1,               0.995,             0.85098,            0.010502,           0.0040759,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.021879,             0.01126,                   0,              0.9971,                   1,               0.995,             0.86231,            0.010017,           0.0040385,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,            0.019949,            0.010935,                   0,             0.99719,                   1,               0.995,             0.85913,            0.010254,           0.0041815,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.020765,            0.012416,                   0,             0.99717,                   1,               0.995,             0.86029,           0.0097566,           0.0042874,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,            0.020822,            0.011942,                   0,             0.99715,                   1,               0.995,             0.86296,            0.010682,            0.004399,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,            0.018783,           0.0098359,                   0,             0.99716,                   1,               0.995,             0.87298,           0.0086879,           0.0041195,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.018986,            0.010704,                   0,             0.99722,                   1,               0.995,             0.86117,           0.0098345,           0.0043613,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,            0.020525,            0.012312,                   0,             0.99721,                   1,               0.995,             0.85432,           0.0097346,           0.0041956,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.016906,            0.010269,                   0,             0.99722,                   1,               0.995,             0.84472,           0.0098251,           0.0041774,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,            0.020622,            0.010341,                   0,             0.99722,                   1,               0.995,             0.82808,             0.01083,           0.0043309,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.019715,            0.012665,                   0,             0.99726,                   1,               0.995,             0.84311,            0.010491,           0.0044442,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.021729,            0.010804,                   0,             0.99723,                   1,               0.995,             0.85449,            0.010075,           0.0043604,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,            0.015812,           0.0096367,                   0,             0.99724,                   1,               0.995,             0.83489,            0.010436,           0.0045718,                   0,            0.005941,            0.005941,            0.005941
                 207,            0.015493,           0.0097161,                   0,             0.99725,                   1,               0.995,             0.84949,            0.010106,            0.004411,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,            0.016322,            0.011828,                   0,              0.9972,                   1,               0.995,             0.83116,            0.010518,           0.0044241,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.017134,           0.0094035,                   0,             0.99719,                   1,               0.995,             0.82658,            0.010204,           0.0043523,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,            0.019076,            0.009479,                   0,              0.9973,                   1,               0.995,             0.85657,            0.010103,           0.0042738,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,            0.016099,           0.0094406,                   0,             0.99733,                   1,               0.995,             0.84279,           0.0096557,            0.004243,                   0,            0.005842,            0.005842,            0.005842
                 212,            0.017375,            0.013153,                   0,             0.99731,                   1,               0.995,             0.83043,              0.0103,           0.0045068,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.021288,            0.012963,                   0,             0.99734,                   1,               0.995,             0.82815,           0.0092357,           0.0042971,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,            0.020058,            0.011562,                   0,             0.99737,                   1,               0.995,             0.87499,           0.0096052,           0.0041972,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.018779,           0.0090154,                   0,             0.99733,                   1,               0.995,             0.86049,           0.0087136,           0.0040795,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,            0.016416,            0.010195,                   0,             0.99738,                   1,               0.995,             0.85483,            0.010208,           0.0042754,                   0,            0.005743,            0.005743,            0.005743
                 217,            0.019828,           0.0094778,                   0,             0.99741,                   1,               0.995,             0.83239,           0.0090996,             0.00422,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.018105,            0.010294,                   0,             0.99745,                   1,               0.995,             0.86093,            0.010184,           0.0043549,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,            0.018719,            0.013363,                   0,             0.99744,                   1,               0.995,             0.84062,           0.0093945,           0.0043021,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,            0.018371,            0.010283,                   0,             0.99741,                   1,               0.995,             0.83895,            0.010713,           0.0045257,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,            0.019906,           0.0089525,                   0,             0.99735,                   1,               0.995,             0.84083,           0.0091729,           0.0043455,                   0,            0.005644,            0.005644,            0.005644
                 222,            0.019399,            0.011655,                   0,             0.99728,                   1,               0.995,             0.84428,            0.010397,           0.0044584,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,            0.016305,           0.0079336,                   0,             0.99723,                   1,               0.995,             0.84387,           0.0095672,           0.0042684,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,             0.01728,           0.0094785,                   0,             0.99725,                   1,               0.995,             0.85502,            0.010425,           0.0044531,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,            0.017689,           0.0070678,                   0,             0.99721,                   1,               0.995,             0.82466,            0.010613,           0.0043764,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,            0.018461,            0.009631,                   0,             0.99724,                   1,               0.995,              0.8509,            0.010306,           0.0045295,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.017904,           0.0092233,                   0,             0.99725,                   1,               0.995,             0.84045,             0.01009,            0.004435,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.018135,           0.0089135,                   0,             0.99727,                   1,               0.995,             0.85846,            0.010711,           0.0045171,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,            0.021227,           0.0090143,                   0,             0.99719,                   1,               0.995,             0.84138,           0.0091508,           0.0042241,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,            0.017559,            0.013677,                   0,             0.99723,                   1,               0.995,             0.84856,           0.0098125,           0.0043474,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,            0.017337,           0.0094577,                   0,             0.99731,                   1,               0.995,             0.83733,           0.0098115,            0.004299,                   0,            0.005446,            0.005446,            0.005446
                 232,            0.017785,           0.0071973,                   0,             0.99739,                   1,               0.995,             0.84087,            0.011218,           0.0045218,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,            0.019468,           0.0094407,                   0,             0.99742,                   1,               0.995,              0.8354,           0.0092511,           0.0041333,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,            0.019112,           0.0087013,                   0,              0.9974,                   1,               0.995,             0.83239,            0.010184,           0.0041926,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,            0.016853,           0.0090109,                   0,             0.99738,                   1,               0.995,             0.87908,           0.0089893,           0.0040883,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,             0.01783,            0.010116,                   0,             0.99738,                   1,               0.995,             0.85869,            0.009455,           0.0040487,                   0,            0.005347,            0.005347,            0.005347
                 237,            0.017347,            0.011191,                   0,             0.99734,                   1,               0.995,              0.8552,           0.0095072,           0.0040285,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,            0.017323,            0.010937,                   0,              0.9973,                   1,               0.995,             0.84135,           0.0097615,           0.0040659,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,             0.01404,           0.0091316,                   0,              0.9973,                   1,               0.995,             0.86138,           0.0086336,           0.0038354,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,            0.015619,           0.0085347,                   0,             0.99735,                   1,               0.995,             0.86944,           0.0096659,           0.0039987,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,            0.015795,            0.010536,                   0,             0.99732,                   1,               0.995,             0.84362,           0.0085076,           0.0038796,                   0,            0.005248,            0.005248,            0.005248
                 242,            0.020215,            0.011623,                   0,             0.99729,                   1,               0.995,             0.83733,           0.0094867,           0.0041308,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,            0.017482,            0.010075,                   0,             0.99722,                   1,               0.995,             0.82591,           0.0093686,           0.0039373,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,            0.018327,            0.010645,                   0,             0.99722,                   1,               0.995,             0.84025,            0.010618,           0.0043456,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,            0.017434,            0.011988,                   0,             0.99719,                   1,               0.995,             0.85269,            0.008323,           0.0039686,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,            0.018156,            0.011066,                   0,             0.99721,                   1,               0.995,             0.85178,            0.010585,           0.0041173,                   0,            0.005149,            0.005149,            0.005149
                 247,            0.018535,            0.010581,                   0,             0.99725,                   1,               0.995,             0.82424,           0.0091364,           0.0038581,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,            0.016306,           0.0097953,                   0,              0.9972,                   1,               0.995,             0.84909,           0.0087443,           0.0037531,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,            0.016316,            0.009588,                   0,              0.9972,                   1,               0.995,             0.84838,           0.0084274,           0.0036999,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,            0.014066,            0.011114,                   0,              0.9972,                   1,               0.995,             0.88383,           0.0086221,           0.0036403,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,            0.014122,           0.0082756,                   0,             0.99718,                   1,               0.995,             0.86308,           0.0088951,           0.0036256,                   0,             0.00505,             0.00505,             0.00505
                 252,            0.015671,           0.0088558,                   0,             0.99723,                   1,               0.995,              0.8913,           0.0080934,           0.0034687,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,            0.014804,            0.008405,                   0,             0.99718,                   1,               0.995,             0.85031,           0.0091394,           0.0036539,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,            0.017574,           0.0085701,                   0,             0.99708,                   1,               0.995,             0.88273,           0.0077278,           0.0034058,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,            0.013912,            0.009786,                   0,             0.99717,                   1,               0.995,              0.8638,           0.0096645,           0.0037777,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,            0.018751,           0.0083408,                   0,             0.99717,                   1,               0.995,             0.87889,            0.007839,           0.0036525,                   0,            0.004951,            0.004951,            0.004951
                 257,            0.016148,           0.0098469,                   0,             0.99718,                   1,               0.995,             0.85886,           0.0091636,           0.0037362,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,            0.016252,           0.0088206,                   0,             0.99724,                   1,               0.995,             0.87262,           0.0081768,           0.0037207,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,             0.01527,           0.0086891,                   0,             0.99731,                   1,               0.995,             0.85097,           0.0094849,           0.0039032,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,            0.019074,           0.0085147,                   0,             0.99736,                   1,               0.995,             0.87044,           0.0087942,           0.0037282,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,            0.017618,           0.0096911,                   0,             0.99729,                   1,               0.995,             0.86336,           0.0080957,           0.0037353,                   0,            0.004852,            0.004852,            0.004852
                 262,            0.015353,           0.0089893,                   0,             0.99738,                   1,               0.995,             0.88097,           0.0074659,           0.0035965,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,            0.015948,           0.0086892,                   0,             0.99734,                   1,               0.995,             0.88411,           0.0087071,           0.0037859,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,            0.015276,           0.0083345,                   0,             0.99731,                   1,               0.995,             0.87878,           0.0073227,            0.003566,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,            0.014744,            0.013287,                   0,             0.99738,                   1,               0.995,             0.88141,           0.0078462,           0.0037842,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,            0.014704,           0.0079982,                   0,             0.99728,                   1,               0.995,             0.87965,            0.007369,           0.0038714,                   0,            0.004753,            0.004753,            0.004753
                 267,            0.016226,             0.01156,                   0,             0.99728,                   1,               0.995,             0.88997,           0.0077917,           0.0038568,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,            0.014961,           0.0076495,                   0,             0.99741,                   1,               0.995,              0.8823,           0.0080411,           0.0040139,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,            0.015712,            0.010077,                   0,             0.99741,                   1,               0.995,             0.89898,           0.0079485,           0.0040883,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,            0.015116,           0.0089564,                   0,             0.99745,                   1,               0.995,             0.86008,           0.0082807,            0.004271,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,            0.015153,            0.010223,                   0,             0.99746,                   1,               0.995,             0.89237,           0.0072734,           0.0042108,                   0,            0.004654,            0.004654,            0.004654
                 272,            0.014401,           0.0095937,                   0,             0.99748,                   1,               0.995,             0.87831,           0.0077412,           0.0042442,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,            0.012305,           0.0083574,                   0,             0.99752,                   1,               0.995,             0.90041,           0.0073056,           0.0041386,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,             0.01598,           0.0080402,                   0,             0.99751,                   1,               0.995,             0.87361,           0.0080636,           0.0042751,                   0,           0.0045946,           0.0045946,           0.0045946
                 275,            0.016547,           0.0089159,                   0,             0.99748,                   1,               0.995,             0.88633,           0.0077217,           0.0041411,                   0,           0.0045748,           0.0045748,           0.0045748
                 276,            0.016204,            0.011338,                   0,             0.99746,                   1,               0.995,             0.84107,            0.008348,           0.0042885,                   0,            0.004555,            0.004555,            0.004555
                 277,            0.016742,           0.0093211,                   0,             0.99754,                   1,               0.995,             0.89058,            0.008345,            0.004193,                   0,           0.0045352,           0.0045352,           0.0045352
                 278,            0.016299,           0.0089261,                   0,             0.99749,                   1,               0.995,             0.83621,           0.0090634,           0.0043895,                   0,           0.0045154,           0.0045154,           0.0045154
                 279,            0.014729,           0.0081863,                   0,             0.99748,                   1,               0.995,             0.89432,           0.0080273,            0.004255,                   0,           0.0044956,           0.0044956,           0.0044956
                 280,            0.015057,           0.0094669,                   0,             0.99745,                   1,               0.995,             0.88063,           0.0086599,           0.0043462,                   0,           0.0044758,           0.0044758,           0.0044758
                 281,            0.013877,           0.0093055,                   0,             0.99737,                   1,               0.995,             0.88977,           0.0085319,           0.0043871,                   0,            0.004456,            0.004456,            0.004456
                 282,            0.014575,           0.0089993,                   0,             0.99741,                   1,               0.995,             0.85553,           0.0091976,           0.0043697,                   0,           0.0044362,           0.0044362,           0.0044362
                 283,            0.015446,           0.0084339,                   0,             0.99738,                   1,               0.995,              0.8774,           0.0077167,             0.00399,                   0,           0.0044164,           0.0044164,           0.0044164
                 284,            0.015159,             0.01027,                   0,             0.99734,                   1,               0.995,             0.85089,           0.0091444,           0.0043604,                   0,           0.0043966,           0.0043966,           0.0043966
                 285,            0.013736,           0.0059709,                   0,             0.99734,                   1,               0.995,             0.88969,           0.0080471,            0.004267,                   0,           0.0043768,           0.0043768,           0.0043768
                 286,            0.016337,           0.0084043,                   0,             0.99733,                   1,               0.995,              0.8532,            0.008966,           0.0044439,                   0,            0.004357,            0.004357,            0.004357
                 287,            0.014956,            0.010024,                   0,             0.99733,                   1,               0.995,             0.86366,           0.0080177,           0.0043131,                   0,           0.0043372,           0.0043372,           0.0043372
                 288,            0.015236,           0.0096526,                   0,             0.99737,                   1,               0.995,             0.86775,           0.0083276,           0.0042635,                   0,           0.0043174,           0.0043174,           0.0043174
                 289,            0.015561,           0.0094427,                   0,             0.99739,                   1,               0.995,             0.88038,           0.0080285,           0.0040437,                   0,           0.0042976,           0.0042976,           0.0042976
                 290,            0.014894,           0.0088775,                   0,             0.99737,                   1,               0.995,             0.86334,           0.0083672,            0.003911,                   0,           0.0042778,           0.0042778,           0.0042778
                 291,            0.013622,           0.0068839,                   0,             0.99735,                   1,               0.995,             0.87891,           0.0082482,           0.0038504,                   0,            0.004258,            0.004258,            0.004258
                 292,            0.015139,            0.010034,                   0,             0.99732,                   1,               0.995,             0.85674,           0.0093884,            0.004219,                   0,           0.0042382,           0.0042382,           0.0042382
                 293,             0.01614,            0.010963,                   0,             0.99736,                   1,               0.995,             0.89293,           0.0080967,           0.0039232,                   0,           0.0042184,           0.0042184,           0.0042184
                 294,            0.015301,            0.010633,                   0,             0.99737,                   1,               0.995,             0.86724,           0.0093592,           0.0040922,                   0,           0.0041986,           0.0041986,           0.0041986
                 295,            0.013579,           0.0069583,                   0,             0.99737,                   1,               0.995,             0.87237,           0.0087665,           0.0041383,                   0,           0.0041788,           0.0041788,           0.0041788
                 296,            0.014854,           0.0099575,                   0,             0.99738,                   1,               0.995,             0.87714,           0.0083926,           0.0040588,                   0,            0.004159,            0.004159,            0.004159
                 297,            0.015139,           0.0099473,                   0,             0.99739,                   1,               0.995,             0.88018,           0.0082077,            0.003997,                   0,           0.0041392,           0.0041392,           0.0041392
                 298,            0.013826,           0.0087758,                   0,              0.9974,                   1,               0.995,             0.87316,            0.007622,           0.0038834,                   0,           0.0041194,           0.0041194,           0.0041194
                 299,            0.014809,           0.0083215,                   0,             0.99737,                   1,               0.995,             0.87784,           0.0087475,           0.0041239,                   0,           0.0040996,           0.0040996,           0.0040996
                 300,            0.013326,           0.0094738,                   0,             0.99719,                   1,               0.995,             0.89399,           0.0072917,           0.0040215,                   0,           0.0040798,           0.0040798,           0.0040798
                 301,            0.017632,           0.0072058,                   0,             0.99723,                   1,               0.995,             0.84497,           0.0090766,           0.0042899,                   0,             0.00406,             0.00406,             0.00406
                 302,            0.013597,            0.008606,                   0,             0.99719,                   1,               0.995,             0.89037,           0.0074704,           0.0038908,                   0,           0.0040402,           0.0040402,           0.0040402
                 303,            0.013558,           0.0071628,                   0,             0.99718,                   1,               0.995,              0.8564,           0.0090378,           0.0040254,                   0,           0.0040204,           0.0040204,           0.0040204
                 304,            0.013601,           0.0088149,                   0,             0.99729,                   1,               0.995,              0.8927,           0.0077632,           0.0037638,                   0,           0.0040006,           0.0040006,           0.0040006
                 305,            0.014211,           0.0090739,                   0,             0.99739,                   1,               0.995,             0.87858,           0.0084726,           0.0039435,                   0,           0.0039808,           0.0039808,           0.0039808
                 306,            0.014071,           0.0098627,                   0,             0.99751,                   1,               0.995,             0.88504,           0.0075311,           0.0038549,                   0,            0.003961,            0.003961,            0.003961
                 307,            0.016466,            0.010033,                   0,             0.99748,                   1,               0.995,             0.86987,           0.0087819,           0.0040802,                   0,           0.0039412,           0.0039412,           0.0039412
                 308,            0.013703,           0.0086392,                   0,             0.99752,                   1,               0.995,             0.87821,           0.0077935,           0.0039935,                   0,           0.0039214,           0.0039214,           0.0039214
                 309,            0.017311,           0.0074638,                   0,             0.99754,                   1,               0.995,             0.87365,           0.0087871,           0.0040142,                   0,           0.0039016,           0.0039016,           0.0039016
                 310,             0.01755,           0.0088594,                   0,             0.99758,                   1,               0.995,             0.87667,           0.0078858,           0.0038742,                   0,           0.0038818,           0.0038818,           0.0038818
                 311,            0.012837,            0.008665,                   0,             0.99753,                   1,               0.995,             0.87026,           0.0085545,           0.0040313,                   0,            0.003862,            0.003862,            0.003862
                 312,            0.014053,             0.00903,                   0,             0.99761,                   1,               0.995,             0.87819,           0.0080526,           0.0038946,                   0,           0.0038422,           0.0038422,           0.0038422
                 313,            0.014511,           0.0085346,                   0,             0.99752,                   1,               0.995,             0.87078,           0.0086095,           0.0040953,                   0,           0.0038224,           0.0038224,           0.0038224
                 314,             0.01525,           0.0085687,                   0,             0.99755,                   1,               0.995,             0.88674,           0.0075719,           0.0040228,                   0,           0.0038026,           0.0038026,           0.0038026
                 315,            0.013066,           0.0075827,                   0,             0.99762,                   1,               0.995,             0.87083,           0.0091082,           0.0042924,                   0,           0.0037828,           0.0037828,           0.0037828
                 316,            0.016219,           0.0074311,                   0,             0.99763,                   1,               0.995,             0.88194,            0.007749,           0.0041654,                   0,            0.003763,            0.003763,            0.003763
                 317,            0.013241,           0.0078236,                   0,             0.99766,                   1,               0.995,              0.8735,           0.0083468,           0.0043039,                   0,           0.0037432,           0.0037432,           0.0037432
                 318,             0.01321,           0.0087308,                   0,             0.99758,                   1,               0.995,             0.86308,           0.0081638,           0.0043744,                   0,           0.0037234,           0.0037234,           0.0037234
                 319,             0.01274,           0.0069257,                   0,              0.9975,                   1,               0.995,             0.87877,           0.0080805,           0.0044181,                   0,           0.0037036,           0.0037036,           0.0037036
                 320,            0.014093,             0.00867,                   0,              0.9975,                   1,               0.995,             0.87543,           0.0084465,            0.004448,                   0,           0.0036838,           0.0036838,           0.0036838
                 321,            0.016701,           0.0090277,                   0,             0.99753,                   1,               0.995,             0.85282,           0.0085203,           0.0043999,                   0,            0.003664,            0.003664,            0.003664
                 322,             0.01224,           0.0099553,                   0,             0.99754,                   1,               0.995,             0.87037,           0.0081496,           0.0043612,                   0,           0.0036442,           0.0036442,           0.0036442
                 323,             0.01218,           0.0085366,                   0,             0.99751,                   1,               0.995,             0.85613,           0.0083031,           0.0042826,                   0,           0.0036244,           0.0036244,           0.0036244
                 324,            0.011767,           0.0085048,                   0,             0.99749,                   1,               0.995,             0.87684,            0.008094,           0.0042778,                   0,           0.0036046,           0.0036046,           0.0036046
                 325,            0.011213,           0.0085823,                   0,             0.99751,                   1,               0.995,             0.86837,           0.0077917,           0.0041736,                   0,           0.0035848,           0.0035848,           0.0035848
                 326,            0.012788,           0.0084199,                   0,             0.99749,                   1,               0.995,             0.86964,           0.0084043,           0.0042267,                   0,            0.003565,            0.003565,            0.003565
                 327,            0.013754,            0.006431,                   0,             0.99749,                   1,               0.995,             0.87468,           0.0079117,           0.0040795,                   0,           0.0035452,           0.0035452,           0.0035452
                 328,            0.011694,           0.0090281,                   0,             0.99746,                   1,               0.995,             0.87178,           0.0079364,           0.0041749,                   0,           0.0035254,           0.0035254,           0.0035254
                 329,            0.013531,           0.0072145,                   0,             0.99735,                   1,               0.995,             0.87711,           0.0080871,           0.0041809,                   0,           0.0035056,           0.0035056,           0.0035056
                 330,            0.013231,            0.010313,                   0,             0.99739,                   1,               0.995,             0.88043,           0.0078765,           0.0041303,                   0,           0.0034858,           0.0034858,           0.0034858
                 331,            0.012549,           0.0065853,                   0,              0.9974,                   1,               0.995,             0.86977,           0.0086912,           0.0043008,                   0,            0.003466,            0.003466,            0.003466
                 332,            0.014869,           0.0089891,                   0,              0.9974,                   1,               0.995,             0.87662,           0.0082557,           0.0042809,                   0,           0.0034462,           0.0034462,           0.0034462
                 333,            0.013473,            0.007854,                   0,             0.99746,                   1,               0.995,             0.84941,           0.0089884,           0.0042576,                   0,           0.0034264,           0.0034264,           0.0034264
                 334,            0.013428,           0.0075962,                   0,             0.99745,                   1,               0.995,             0.88679,            0.007977,           0.0040675,                   0,           0.0034066,           0.0034066,           0.0034066
                 335,            0.012616,           0.0071117,                   0,             0.99746,                   1,               0.995,             0.86494,           0.0084223,           0.0041601,                   0,           0.0033868,           0.0033868,           0.0033868
                 336,            0.012437,           0.0078176,                   0,             0.99747,                   1,               0.995,             0.88058,           0.0076955,           0.0039843,                   0,            0.003367,            0.003367,            0.003367
                 337,            0.012027,           0.0060403,                   0,              0.9975,                   1,               0.995,             0.87102,            0.008456,           0.0041415,                   0,           0.0033472,           0.0033472,           0.0033472
                 338,            0.012741,            0.011353,                   0,              0.9975,                   1,               0.995,             0.87988,           0.0077134,           0.0040878,                   0,           0.0033274,           0.0033274,           0.0033274
                 339,            0.013438,           0.0074679,                   0,             0.99746,                   1,               0.995,              0.8776,           0.0083966,           0.0042186,                   0,           0.0033076,           0.0033076,           0.0033076
                 340,            0.011027,           0.0068153,                   0,             0.99746,                   1,               0.995,             0.88007,           0.0079916,           0.0041746,                   0,           0.0032878,           0.0032878,           0.0032878
                 341,            0.011783,            0.007033,                   0,              0.9975,                   1,               0.995,             0.86988,           0.0085061,           0.0042004,                   0,            0.003268,            0.003268,            0.003268
                 342,             0.01308,           0.0092165,                   0,             0.99752,                   1,               0.995,             0.88092,           0.0076065,           0.0039189,                   0,           0.0032482,           0.0032482,           0.0032482
